0.273471,1.6,-0.01550555
0.9396322,1.6,-0.0106485
0.43158185,1.6,-0.015036026
0.23111707,1.6,-0.015592497
0.6389077,1.6,-0.01389708
0.28655273,1.6,-0.015476303
0.6347372,1.6,-0.013927303
0.30956423,1.6,-0.015420802
0.30296826,1.6,-0.015436821
0.24275798,1.6,-0.015569657
0.8617922,1.6,-0.011692962
0.2379266,1.6,-0.015579456
0.6154445,1.6,-0.014064468
0.6191933,1.6,-0.014038777
0.20708406,1.6,-0.01563583
0.22300804,1.6,-0.0156078
0.5631457,1.6,-0.0143999215
0.053416014,1.6,-0.015828963
0.41987193,1.6,-0.015080079
0.98799175,1.6,-0.0099324025
0.44745696,1.6,-0.014973164
0.11308086,1.6,-0.015770197
0.2751373,1.6,-0.015502399
0.378704,1.6,-0.015223168
0.8256249,1.6,-0.012129096
0.97608554,1.6,-0.010113707
0.5065368,1.6,-0.014707224
0.4190029,1.6,-0.015083367
0.09173596,1.6,-0.015793543
0.74881107,1.6,-0.012953883
0.11872476,1.6,-0.015763761
0.15455061,1.6,-0.015717944
0.622132,1.6,-0.014017843
0.32582957,1.6,-0.015378144
0.9283427,1.6,-0.01080839
0.7876158,1.6,-0.012554802
0.57553464,1.6,-0.0143252015
0.45240194,1.6,-0.014953015
0.6184474,1.6,-0.01404446
0.9881915,1.6,-0.009929851
0.8005878,1.6,-0.012413735
0.5093593,1.6,-0.014693104
0.5264015,1.6,-0.014605572
0.7354386,1.6,-0.01308319
0.2701158,1.6,-0.0155132245
0.38406503,1.6,-0.015205374
0.48164874,1.6,-0.014825191
0.6441304,1.6,-0.013858046
0.50458103,1.6,-0.014716666
0.9009683,1.6,-0.011184283
0.97563434,1.6,-0.01012063
0.5899169,1.6,-0.01423493
0.19604123,1.6,-0.015654417
0.2615409,1.6,-0.015531322
0.38336504,1.6,-0.015207285
0.24184704,1.6,-0.015572716
0.65284646,1.6,-0.013791716
0.8186778,1.6,-0.0122097265
0.9095616,1.6,-0.011068322
0.65659696,1.6,-0.013762837
0.10016501,1.6,-0.015785003
0.33103234,1.6,-0.015364543
0.9982218,1.6,-0.009775594
0.10898727,1.6,-0.015775297
0.7617472,1.6,-0.012824345
0.53144497,1.6,-0.014578711
0.7788383,1.6,-0.012648441
0.5677025,1.6,-0.014372602
0.9087555,1.6,-0.011079138
0.8453634,1.6,-0.011894507
0.20430303,1.6,-0.015639931
0.7575239,1.6,-0.012866965
0.7929302,1.6,-0.012497665
0.95767283,1.6,-0.010387927
0.87228614,1.6,-0.011560101
0.71198744,1.6,-0.013300164
0.1318543,1.6,-0.01574767
0.5461982,1.6,-0.014496978
0.7735458,1.6,-0.012703855
0.69751006,1.6,-0.013427747
0.042845666,1.6,-0.015837947
0.8506461,1.6,-0.011830369
0.57380354,1.6,-0.014336314
0.13977343,1.6,-0.015737113
0.4157406,1.6,-0.01509567
0.12268007,1.6,-0.015758654
0.728504,1.6,-0.01314888
0.816054,1.6,-0.012240516
0.65692914,1.6,-0.013760073
0.7701424,1.6,-0.0127396155
0.73837984,1.6,-0.013055645
0.01850611,1.6,-0.015854975
0.69518846,1.6,-0.01344743
0.33629757,1.6,-0.015349409
0.3001765,1.6,-0.015443567
0.16852999,1.6,-0.015697513
0.94809747,1.6,-0.010527054
0.7644752,1.6,-0.012797011
0.6705126,1.6,-0.013652854
0.011823356,1.6,-0.015858648
0.14198446,1.6,-0.015734497
0.8645051,1.6,-0.011658965
