3.7535076,-0.2482543,-0.39897096,-0.059440434,0.46253234
3.6175475,-0.14325118,-0.48202592,-0.07932854,0.6626986
2.1073346,-0.08295357,-0.5306047,-0.11434996,0.87109196
2.26691,-0.08344883,-0.52920216,-0.1117453,0.85757715
3.7625728,-0.17675614,-0.45587438,-0.070833564,0.5928875
3.4377265,-0.12331408,-0.4973144,-0.08603263,0.70940983
2.7962496,-0.09176648,-0.5213336,-0.102074146,0.8054157
3.0438967,-0.44082326,-0.239842,-0.04221022,0.16928327
2.7168422,-0.089794934,-0.5229294,-0.103657305,0.8141669
1.7737541,-0.08472139,-0.53264767,-0.11955303,0.8969835
3.73731,-0.25631213,-0.3924997,-0.058517873,0.44888365
2.431587,-0.08489168,-0.5273633,-0.10893142,0.84271467
3.4430964,-0.3487758,-0.31739855,-0.05027747,0.30238634
1.4899449,-0.08886802,-0.53373635,-0.12396824,0.91656286
2.613814,-0.087649584,-0.52474356,-0.10563135,0.82495344
1.7019863,-0.0855822,-0.53297025,-0.120655954,0.90216404
2.4509015,-0.085124195,-0.52711684,-0.108591974,0.8409026
2.6911802,-0.08921921,-0.5234065,-0.10415757,0.8169105
2.1607914,-0.083022594,-0.5301713,-0.113488674,0.86665404
1.4896281,-0.08887339,-0.53373706,-0.12397301,0.91658324
3.0424008,-0.4411432,-0.23956484,-0.04217577,0.16883475
3.5798664,-0.3116629,-0.34775704,-0.053255975,0.35921615
1.2090747,-0.08763862,-0.53346896,-0.12913775,0.9314574
3.4101355,-0.12102276,-0.49905634,-0.08691406,0.7151731
1.8575749,-0.08392465,-0.5322256,-0.11826372,0.8907577
3.7798698,-0.1857847,-0.4487549,-0.068977475,0.5752888
3.7953668,-0.20781088,-0.43129218,-0.06503183,0.5339255
3.7745576,-0.23542446,-0.40925437,-0.06102395,0.48463285
2.3090982,-0.08372706,-0.52877253,-0.111038506,0.8538644
3.7668214,-0.17865396,-0.45438075,-0.070430696,0.58915395
3.5509357,-0.13457626,-0.4887066,-0.082053185,0.6823694
1.4506341,-0.089514494,-0.5338445,-0.124605894,0.9190486
3.3895628,-0.362168,-0.3063472,-0.0492208,0.28240684
3.671069,-0.15210539,-0.4751646,-0.076798916,0.6434172
3.2384992,-0.10940707,-0.50784993,-0.09186709,0.7462857
3.3751874,-0.11831617,-0.501111,-0.08799112,0.7221181
1.3797805,-0.09052998,-0.5339921,-0.12579316,0.9233248
3.258542,-0.110571384,-0.5069704,-0.0913288,0.7429933
3.5950747,-0.14009255,-0.48446268,-0.08029002,0.6697614
3.7859015,-0.19028866,-0.44519413,-0.06810707,0.5666603
3.7088494,-0.26856256,-0.38264012,-0.05720961,0.42844698
1.7993491,-0.08445364,-0.5325243,-0.11915976,0.8951027
3.7936983,-0.21494263,-0.42561388,-0.06390768,0.52094734
3.400661,-0.12026912,-0.4996295,-0.08721018,0.7170927
3.7013743,-0.2715103,-0.38026494,-0.056908965,0.42358512
1.4549731,-0.08944392,-0.53383267,-0.124534845,0.9187781
3.4812903,-0.12725365,-0.49431157,-0.08457577,0.6997266
1.8963671,-0.083634436,-0.5320119,-0.117664516,0.887815
3.6810532,-0.2791164,-0.37412858,-0.05616033,0.41112882
3.43677,-0.12323195,-0.49737662,-0.08606285,0.70961386
2.7372084,-0.09027356,-0.5225379,-0.10325664,0.8119609
3.79537,-0.20766407,-0.43140894,-0.06505537,0.5341959
3.2265482,-0.10873234,-0.5083592,-0.0921855,0.7482138
3.4727628,-0.34112978,-0.3236822,-0.050878406,0.31391138
1.8477734,-0.08400673,-0.5322774,-0.11841565,0.8914959
1.2125372,-0.0879668,-0.5335209,-0.12905425,0.9313624
2.1976848,-0.083126366,-0.5298521,-0.1128872,0.8635386
3.0692563,-0.10106307,-0.5141589,-0.096110165,0.77152413
3.1133559,-0.4258057,-0.25280976,-0.043732166,0.19043776
2.6147027,-0.08766633,-0.5247286,-0.105614364,0.8248632
1.9303735,-0.08342302,-0.531814,-0.11713719,0.8852016
3.7761683,-0.23424757,-0.41019648,-0.061178446,0.4866826
1.2163923,-0.08829844,-0.5335736,-0.12896097,0.9312498
